Income,RecencyInDays,WinePurchases,FruitPurchases,MeatProductPurchases,FishProductPurchases,SweetProductPurchases,NonFoodPurchases,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Age,CustomerLifetimeInDays,TotalFoodPurchases
80134,11,966,26,282,52,26,26,1,2,7,11,5,26,2294,1352
91065,33,822,114,108,179,137,114,1,7,9,9,3,39,2651,1360
49505,4,604,0,100,19,0,28,9,10,2,8,8,49,2640,723
37401,14,19,3,19,3,1,3,2,2,0,3,7,47,2213,45
30096,30,5,3,11,12,5,9,1,2,0,3,6,37,2197,36
18492,75,2,2,2,2,1,1,1,1,0,2,8,38,2183,9
82584,26,1076,68,103,29,91,68,1,3,4,8,1,46,2549,1367
93027,77,1285,42,716,55,0,21,0,7,10,5,2,79,2601,2098
48686,8,10,0,7,2,0,1,1,1,0,2,8,67,2366,19
92910,42,551,137,792,179,103,33,1,6,7,13,1,34,2225,1762
75433,28,800,0,297,0,34,57,2,2,5,10,6,31,2244,1131
10404,52,2,2,11,10,6,12,2,1,0,4,5,31,2215,31
61314,1,378,0,189,97,172,172,2,5,5,12,3,52,2589,836
84865,1,1248,16,349,43,16,16,1,2,4,9,4,59,2575,1672
42387,42,235,0,235,19,4,191,5,8,1,7,8,31,2767,493
67309,76,515,47,181,149,95,95,15,9,6,9,7,53,2681,987
75236,27,438,66,400,12,38,114,1,8,3,13,4,56,2375,954
30015,28,25,0,22,2,3,5,2,1,0,4,5,50,2306,52
50943,49,31,0,7,2,0,6,1,1,0,3,5,64,2532,40
67272,12,357,35,271,28,28,14,3,6,2,12,5,54,2349,719
51529,14,400,4,35,6,0,22,2,9,1,5,8,71,2454,445
32011,89,99,0,15,2,1,5,3,2,1,4,7,49,2470,117
7500,96,1,11,5,4,6,9,2,2,0,3,8,34,2666,27
28691,56,5,4,13,8,0,4,1,1,0,3,8,31,2519,30
56223,72,77,28,31,16,0,4,2,2,1,5,4,72,2350,152
18100,14,3,1,2,4,3,1,1,0,0,3,5,74,2486,13
30279,13,10,4,14,4,4,1,1,1,0,3,8,31,2705,36
20130,99,0,6,3,7,6,12,1,1,0,3,8,46,2263,22
23295,72,0,0,1,2,12,5,1,1,0,2,8,61,2510,15
42618,92,76,14,74,13,5,10,2,5,0,4,8,48,2422,182
81246,87,398,190,537,61,156,37,1,4,5,7,1,56,2341,1342
24027,7,14,7,11,11,0,5,2,2,0,3,8,44,2544,43
55707,91,208,7,82,30,66,35,2,3,2,9,3,67,2348,393
57959,71,430,16,322,43,24,33,5,4,7,11,3,65,2582,835
56796,24,656,38,161,62,47,37,3,8,9,7,7,51,2657,964
36230,17,14,2,30,8,2,3,1,2,0,4,5,49,2414,56
70829,87,141,70,106,72,19,23,2,4,2,8,3,40,2369,408
65991,21,507,19,364,25,47,9,3,9,5,10,7,44,2819,962
38988,90,164,24,103,12,3,42,7,5,1,6,8,48,2837,306
89572,44,606,24,974,197,194,64,1,7,7,9,4,54,2811,1995
42207,71,116,11,72,3,17,46,4,4,1,5,6,36,2613,219
50300,52,143,15,60,24,23,5,2,2,1,8,2,68,2194,265
66664,78,398,96,447,220,96,32,1,5,7,6,3,38,2801,1257
60597,2,522,0,257,32,16,66,4,2,2,8,7,56,2338,827
70165,60,161,0,253,199,191,122,1,3,7,11,1,71,2439,804
50520,25,112,0,6,2,1,14,2,3,1,3,6,62,2311,121
80124,47,483,84,398,205,84,241,1,3,7,8,1,57,2162,1254
33183,46,7,5,39,17,15,37,2,4,0,3,7,45,2284,83
66582,83,789,25,420,16,38,0,1,2,8,9,1,51,2277,1288
75261,17,1239,17,413,23,34,17,1,5,6,5,2,65,2591,1726
31880,13,4,1,5,2,0,3,1,1,0,2,8,50,2765,12
53790,86,335,42,127,28,5,5,3,7,2,8,6,69,2274,537
49269,92,639,8,166,11,8,58,3,7,3,12,7,49,2842,832
61456,47,563,76,384,84,192,89,4,6,10,13,4,45,2618,1299
37406,18,2,0,8,2,2,3,1,1,0,2,8,40,2421,14
56937,81,746,8,125,11,8,8,7,8,6,9,6,39,2853,898
38415,91,22,1,13,4,0,4,2,1,0,3,7,42,2702,40
20518,58,4,1,6,4,1,9,1,1,1,2,5,32,2201,16
62503,40,478,0,193,110,75,117,4,8,3,11,5,64,2655,856
41644,67,20,3,4,2,0,2,2,1,0,3,3,48,2210,29
55842,19,451,0,39,0,4,24,1,7,1,8,5,43,2196,494
62010,93,371,22,39,6,0,92,4,6,2,7,5,48,2773,438
41124,41,281,7,84,15,0,119,7,7,3,4,8,43,2765,387
38961,60,19,7,19,0,1,24,1,2,1,2,7,47,2340,46
37760,54,26,3,13,2,10,0,1,2,0,3,6,48,2481,54
32233,26,138,15,35,25,11,72,2,6,2,2,9,46,2838,224
43057,30,213,2,44,0,2,5,4,4,2,5,5,45,2401,261
83151,93,407,28,100,120,74,18,1,5,9,4,3,60,2786,729
78825,35,483,74,114,169,37,18,1,5,10,13,3,56,2812,877
65104,4,738,0,232,13,20,50,2,3,5,7,7,44,2386,1003
60093,92,502,12,109,16,6,90,2,7,2,10,6,46,2527,645
14045,24,11,0,5,2,1,1,1,1,0,3,7,51,2313,19
28457,96,24,1,108,29,29,14,1,4,1,4,8,68,2768,191
78952,11,1170,19,594,99,76,134,2,2,5,12,6,62,2802,1958
46310,99,185,2,88,15,5,14,2,6,1,5,8,44,2732,295
76005,72,983,20,389,240,50,40,1,3,5,13,6,65,2651,1682
58308,77,691,0,69,10,0,130,4,2,6,3,8,56,2692,770
55614,85,504,13,131,8,0,26,1,9,4,6,7,76,2373,656
59432,88,317,25,265,25,19,12,3,5,3,11,5,58,2601,651
55563,22,29,1,9,2,0,2,1,2,0,3,3,42,2244,41
78642,83,1396,0,322,46,35,17,1,4,9,4,6,49,2593,1799
67911,63,529,0,356,63,28,0,3,6,7,11,3,71,2197,976
65275,9,388,14,218,91,14,21,1,4,3,13,2,76,2611,725
27203,92,13,2,21,4,0,24,2,1,1,2,8,70,2851,40
48330,2,28,0,4,0,0,0,1,1,0,3,5,59,2385,32
24279,6,16,36,21,20,62,108,1,4,1,3,8,30,2706,155
64355,66,1047,0,140,67,38,153,2,4,3,12,8,35,2833,1292
50943,49,31,0,7,2,0,6,1,1,0,3,5,64,2532,40
53653,29,815,10,239,28,10,108,2,10,4,12,6,67,2758,1102
65665,77,225,162,387,106,36,29,1,5,10,8,3,44,2368,916
81217,77,493,70,324,146,40,84,1,3,7,11,1,31,2504,1073
34935,71,34,4,66,3,10,20,1,2,1,4,7,28,2532,117
61250,49,382,138,65,60,26,59,6,5,2,12,5,61,2719,671
39665,97,127,1,56,0,1,31,3,4,2,3,7,39,2559,185
60152,6,325,83,300,86,58,91,1,6,4,12,3,41,2617,852
48920,93,238,17,68,8,10,6,3,6,2,5,7,56,2411,341
89120,78,1168,92,408,72,129,55,1,5,6,7,1,61,2263,1869
44124,62,284,0,55,0,6,52,4,6,2,5,8,74,2573,345
81169,47,1288,20,613,80,61,27,1,5,7,9,2,45,2600,2062
36443,9,65,0,46,4,3,20,4,3,1,3,8,59,2670,118
26095,77,11,7,9,3,1,11,1,1,0,3,7,30,2523,31
71367,24,227,23,389,42,21,75,1,4,5,7,2,61,2469,702
80184,19,1035,134,670,25,38,0,1,6,3,10,3,76,2279,1902
30630,67,27,1,12,2,0,10,2,2,0,3,7,55,2312,42
73454,95,982,73,351,56,14,175,1,2,4,6,5,33,2279,1476
42691,48,179,2,64,38,17,58,1,5,1,6,5,29,2476,300
70503,73,1379,33,216,0,33,66,1,2,4,9,6,67,2796,1661
25545,35,32,1,64,16,12,85,3,2,2,3,6,33,2818,125
32880,76,8,4,15,7,6,2,1,1,0,3,8,34,2731,40
77863,20,881,38,319,16,25,12,1,4,5,10,2,62,2373,1279
50353,72,141,15,153,67,31,35,1,4,4,6,3,43,2180,407
61839,20,1000,155,379,224,17,120,1,4,8,4,8,56,2845,1775
49154,69,206,10,67,30,27,71,6,4,1,8,6,60,2397,340
47682,80,162,61,83,97,57,61,4,4,3,8,5,45,2658,460
72679,65,619,54,260,127,54,54,1,4,7,5,1,51,2443,1114
57954,52,456,4,24,0,0,9,7,8,2,6,7,43,2170,484
65316,65,112,6,92,3,9,38,2,3,2,5,4,58,2590,222
28567,57,11,3,22,2,2,6,2,2,0,3,6,38,2536,40
47352,70,172,12,112,8,0,15,4,6,1,5,7,69,2603,304
44931,0,78,0,11,0,0,7,1,2,1,3,5,53,2321,89
76982,19,464,151,292,65,60,30,1,8,3,4,4,53,2293,1032
57247,50,99,4,32,37,54,6,2,2,1,7,2,68,2484,226
22944,67,19,3,19,4,5,26,3,3,0,3,7,39,2347,50
25315,46,1,9,8,11,3,22,3,3,0,3,8,43,2393,32
43638,37,63,10,83,7,19,19,2,4,1,4,7,51,2851,182
42710,38,252,3,42,4,3,102,2,4,5,3,6,36,2737,304
84169,9,1478,19,403,0,19,0,1,7,6,6,3,38,2485,1919
54058,56,198,18,252,32,108,54,2,4,6,8,3,44,2549,608
24683,98,8,4,10,6,7,6,2,2,0,4,5,30,2272,35
85620,68,416,46,925,60,107,46,1,3,6,4,1,56,2332,1554
47850,72,42,7,43,20,12,10,1,3,0,4,6,40,2367,124
19514,47,14,3,21,2,1,28,4,3,1,2,8,52,2313,41
27159,33,17,0,3,0,0,1,2,1,0,3,6,47,2251,20
39548,87,15,4,10,3,4,18,2,1,1,3,3,57,2249,36
21474,0,6,16,24,11,0,34,2,3,1,2,7,31,2241,57
60504,73,458,0,24,6,4,34,2,6,2,8,6,49,2301,492
22419,74,30,3,47,19,21,42,1,3,2,2,8,57,2596,120
81698,4,179,28,520,111,123,47,1,3,8,13,1,71,2394,961
43462,50,90,17,97,15,6,15,6,4,1,5,8,68,2814,225
54880,57,308,85,137,102,45,118,2,6,2,11,5,42,2644,677
79908,30,557,129,761,29,185,111,1,5,6,7,2,38,2609,1661
15315,27,7,4,13,15,8,17,2,2,0,4,5,50,2489,47
87771,61,1492,38,287,50,57,33,1,5,10,4,6,61,2562,1924
33039,4,30,8,12,8,8,12,1,2,0,4,5,42,2452,66
81741,75,249,153,940,58,134,38,0,6,6,7,2,40,2537,1534
71499,12,465,25,132,136,0,37,2,8,3,13,4,49,2528,758
62466,13,129,129,259,168,121,83,5,6,3,12,4,50,2324,806
48799,9,174,18,81,28,6,24,3,3,2,7,3,57,2395,307
52157,48,189,2,29,3,2,40,2,3,2,5,4,70,2181,225
66565,80,747,10,161,65,40,42,4,4,2,9,8,58,2730,1023
29298,60,6,0,2,2,0,1,1,1,0,2,5,69,2454,10
47691,43,14,0,3,0,0,4,1,1,0,2,6,41,2518,17
38200,19,12,0,4,0,0,1,1,1,0,2,7,50,2728,16
44989,26,98,0,106,49,10,106,5,5,1,5,6,46,2814,263
38443,58,32,0,5,0,0,1,2,1,0,3,7,52,2312,37
38593,42,51,12,49,17,24,24,3,4,1,3,8,42,2448,153
64413,27,200,5,44,0,10,20,1,5,1,5,5,50,2491,259
36959,56,25,6,25,6,0,0,2,2,0,3,8,39,2429,62
61996,27,1050,12,144,0,0,24,3,6,4,8,5,43,2673,1206
51287,10,117,0,22,13,0,30,3,4,1,3,7,52,2248,152
13260,48,9,4,17,10,2,7,4,3,0,3,8,50,2469,42
47472,39,56,0,11,0,0,8,2,2,0,4,5,54,2445,67
54603,85,145,13,46,17,2,4,6,4,2,4,7,64,2514,223
45207,64,203,0,10,0,0,2,5,3,1,6,6,46,2755,213
40689,69,270,3,27,39,6,99,7,7,1,5,8,69,2627,345
47821,54,9,0,16,6,6,10,1,1,0,3,8,53,2411,37
27450,57,37,12,23,8,11,52,1,2,1,3,7,69,2599,91
39453,64,46,0,7,0,0,2,2,2,0,3,6,37,2246,53
26850,10,31,1,13,7,2,9,4,2,1,4,4,49,2231,54
79800,65,1060,21,530,32,0,224,1,5,11,5,3,65,2803,1643
61794,74,264,47,188,54,47,11,2,4,4,10,2,59,2447,600
53863,4,399,4,30,6,4,30,3,7,1,7,7,65,2202,443
24221,94,8,9,9,2,5,22,1,1,1,3,4,61,2472,33
39684,41,19,0,35,6,4,17,2,2,1,2,7,36,2784,64
92163,25,817,183,797,106,163,20,0,5,11,5,2,45,2723,2066
69882,94,292,127,635,132,127,165,1,3,7,9,1,55,2390,1313
33178,9,12,6,2,11,2,16,1,1,0,3,4,43,2309,33
59973,47,130,30,168,20,34,0,1,3,4,7,1,48,2450,382
17459,12,6,4,16,3,10,30,3,3,1,2,7,45,2442,39
23910,80,16,12,18,7,1,13,1,2,0,3,7,51,2770,54
42169,20,19,0,9,0,0,2,2,1,0,3,8,51,2412,28
26224,39,4,7,15,13,9,15,3,2,1,3,6,42,2549,48
31089,57,31,3,31,2,8,4,3,3,0,4,8,39,2840,75
30081,27,36,0,2,0,0,4,1,1,0,3,7,59,2652,38
62807,83,526,28,135,10,21,99,3,5,3,12,5,60,2826,720
72906,79,400,32,519,71,75,54,1,3,4,9,1,65,2444,1097
61467,69,410,16,114,0,5,49,3,5,2,10,5,72,2726,545
49618,77,80,3,26,4,2,14,4,3,1,3,7,54,2678,115
21888,15,88,10,46,2,3,64,4,5,1,2,10,34,2706,149
42429,99,55,0,6,2,0,4,2,1,1,3,5,47,2297,63
26150,61,5,1,13,3,5,1,1,1,0,3,7,64,2634,27
30801,23,8,4,5,15,2,11,2,1,0,3,7,45,2770,34
81168,84,410,0,592,147,22,22,1,6,4,7,3,55,2212,1171
26877,74,101,13,76,20,18,40,2,3,1,6,6,51,2473,228
45006,90,162,25,53,16,0,10,1,3,1,7,3,76,2505,256
18978,41,2,8,1,4,7,15,1,1,0,3,8,47,2724,22
22574,28,25,0,8,2,0,2,2,2,0,3,7,53,2403,35
48240,73,389,91,248,64,49,41,3,6,3,13,5,51,2756,841
45837,88,215,13,87,17,17,24,5,6,2,5,7,46,2497,349
35791,94,27,0,5,0,0,3,2,1,0,3,8,55,2578,32
54162,31,5,6,10,6,5,10,1,1,0,3,4,42,2627,32
30522,6,179,8,83,19,11,26,5,1,2,9,2,60,2840,300
54456,23,352,0,27,10,0,15,3,6,1,7,6,59,2512,389
31632,92,17,8,12,11,15,32,1,2,1,2,7,49,2509,63
72298,52,625,35,169,58,17,35,1,4,3,6,1,71,2270,904
36975,50,10,6,11,0,4,2,1,1,0,3,7,42,2342,31
72635,54,390,22,323,104,35,107,1,6,8,6,3,65,2550,874
13624,93,10,2,15,2,1,6,2,2,0,3,6,44,2684,30
84196,56,215,63,507,231,31,190,1,8,4,7,3,45,2550,1047
70971,28,1001,17,572,93,125,17,7,11,11,5,7,60,2805,1808
34487,94,19,18,33,24,1,8,3,3,0,3,9,43,2820,95
28769,76,41,5,129,10,3,3,3,4,1,4,9,43,2717,188
69084,43,1181,107,199,39,30,30,2,7,3,13,8,50,2381,1556
65488,46,603,45,207,36,18,54,1,3,4,6,1,62,2175,909
62466,13,129,129,259,168,121,83,5,6,3,12,4,50,2324,806
32218,27,10,24,15,13,1,30,1,2,1,3,7,60,2293,63
83917,12,514,22,732,42,198,79,1,6,7,7,3,47,2596,1508
46102,3,14,0,1,0,0,1,1,1,0,2,7,58,2270,15
84574,72,387,20,713,38,54,163,1,9,11,11,5,68,2549,1212
56181,6,121,103,69,8,44,48,1,4,2,7,4,58,2696,345
63120,53,965,69,279,54,41,69,5,8,4,9,7,70,2798,1408
73691,58,707,21,250,85,43,73,2,6,2,8,2,49,2394,1106
63381,78,571,50,142,33,50,159,4,4,5,13,2,60,2791,846
76140,57,586,66,653,17,0,26,1,5,9,6,2,72,2206,1322
62859,37,1063,89,102,16,12,25,4,9,4,6,6,61,2705,1282
45906,20,305,3,27,4,3,144,2,5,4,4,5,56,2577,342
77632,73,1200,105,758,0,42,147,1,4,2,6,2,73,2635,2105
46463,56,163,2,40,8,11,11,7,3,1,6,6,49,2474,224
105471,36,1009,181,104,202,21,207,0,9,8,13,3,50,2683,1517
55282,9,125,6,73,8,4,19,1,3,1,6,4,50,2357,216
78710,42,721,0,152,119,50,50,3,7,6,12,4,43,2196,1042
66886,28,315,4,62,41,31,146,2,7,1,7,5,62,2445,453
98777,23,1000,19,711,125,115,38,0,4,6,9,1,60,2291,1970
29103,38,16,0,17,6,3,6,2,1,0,3,9,35,2830,42
67445,63,757,80,217,29,80,11,5,9,6,12,6,46,2845,1163
50616,71,30,2,25,0,1,9,1,1,1,4,2,70,2236,58
49431,9,219,3,100,26,0,17,2,7,1,5,8,65,2854,348
61278,87,111,3,28,2,6,15,2,3,1,4,6,67,2335,150
26490,92,45,47,52,21,20,25,2,3,1,5,6,62,2804,185
73059,36,410,112,420,0,82,71,1,9,3,13,4,73,2461,1024
46734,86,100,1,39,6,1,76,4,3,2,3,6,54,2410,147
56253,83,509,0,65,7,11,5,4,7,2,9,6,57,2728,592
19986,74,3,6,5,0,2,6,1,0,0,3,7,35,2386,16
58330,87,445,53,213,104,98,151,1,6,4,13,4,45,2345,913
25965,29,2,2,11,41,7,11,1,2,0,3,8,40,2819,63
14661,88,4,1,11,6,2,2,1,1,0,3,6,64,2703,24
18690,77,6,1,7,23,4,19,1,1,1,2,8,61,2707,41
45068,25,14,0,3,0,0,3,1,1,0,2,7,46,2568,17
21063,34,1,10,11,19,3,15,2,2,0,3,6,33,2436,44
29187,43,26,0,6,0,0,2,1,1,0,3,8,52,2575,32
54690,76,111,16,37,7,9,18,3,3,1,5,3,49,2393,180
59304,81,418,61,428,80,51,10,3,7,8,10,5,56,2494,1038
59247,87,327,9,122,19,14,83,5,5,2,9,6,58,2392,491
66731,33,371,159,194,58,106,141,4,4,3,6,3,50,2814,888
77353,38,275,59,107,69,101,59,2,6,4,8,4,40,2354,611
52614,63,789,0,142,12,9,38,2,2,4,8,8,45,2734,952
26751,26,1,1,5,0,3,1,1,1,0,2,8,46,2197,10
81300,17,1004,12,145,32,12,36,3,10,3,5,5,57,2766,1205
70337,75,187,81,149,25,43,91,1,2,2,12,1,41,2337,485
36145,13,56,4,76,17,1,18,4,4,1,3,9,35,2537,154
65295,19,365,32,117,34,110,6,1,3,3,13,2,40,2347,658
68118,51,595,23,123,10,23,154,2,8,9,4,6,57,2413,774
68743,81,1132,134,384,175,134,115,1,11,5,13,7,53,2827,1959
41039,32,34,11,137,179,61,45,1,8,1,5,8,38,2498,422
38946,84,116,6,82,6,6,41,2,3,1,6,5,65,2407,216
65777,87,565,32,435,28,32,54,1,2,8,6,1,53,2351,1092
66476,99,372,18,126,47,48,78,2,5,2,11,4,44,2638,611
86857,96,899,102,838,133,102,40,1,5,6,10,2,48,2814,2074
77845,40,760,40,480,0,40,26,1,3,5,12,1,31,2203,1320
69476,3,260,86,559,63,9,67,1,4,6,4,2,51,2431,977
50611,98,459,0,24,6,0,4,6,4,5,7,6,60,2792,489
61209,73,466,0,224,119,49,99,1,5,3,4,2,50,2467,858
42315,90,67,15,80,17,11,80,3,1,4,4,3,62,2511,190
13084,29,2,0,7,3,7,10,1,1,0,3,6,68,2398,19
47570,3,67,1,20,0,2,31,3,2,2,2,7,71,2555,90
61923,94,92,4,18,3,3,6,1,2,1,4,3,59,2497,120
34824,65,4,2,11,2,0,4,1,1,0,2,6,25,2254,19
26518,33,20,1,28,3,3,2,3,2,0,3,8,71,2606,55
45938,46,273,11,178,62,83,29,2,8,4,6,6,59,2397,607
78468,29,434,22,388,104,22,34,1,10,7,10,4,60,2240,970
78901,99,321,11,309,33,26,34,3,9,3,5,4,47,2444,700
71427,26,212,123,177,15,64,23,2,8,2,8,4,42,2268,591
71022,30,909,12,278,0,12,242,3,5,2,11,8,42,2297,1211
90247,27,1184,32,352,21,16,16,1,3,4,7,1,32,2220,1605
41335,24,112,19,21,16,14,5,3,4,1,4,7,52,2344,182
71952,93,656,80,455,52,107,93,2,8,4,8,4,34,2694,1350
35682,34,23,0,8,6,2,18,1,1,1,3,2,50,2161,39
43185,88,537,6,42,16,6,30,2,9,3,6,8,69,2604,607
66375,96,712,0,45,0,0,191,3,2,4,5,7,72,2379,757
35178,10,23,1,13,2,2,18,1,1,1,2,7,49,2694,41
25252,26,1,3,4,2,2,6,1,1,0,2,8,34,2511,12
55250,49,664,58,83,32,0,66,4,7,5,10,5,55,2775,837
33249,11,6,10,21,19,14,42,2,2,1,3,6,45,2653,70
58398,44,299,5,201,21,21,49,3,5,4,8,4,67,2570,547
50272,75,99,13,66,43,8,4,3,4,1,5,7,38,2485,229
76618,64,749,40,294,121,160,147,1,3,2,5,1,45,2728,1364
87305,19,345,25,501,63,138,80,1,5,3,8,2,60,2803,1072
25851,45,9,4,18,7,5,5,2,2,0,3,7,42,2662,43
58710,77,440,81,368,0,122,174,6,11,5,9,6,50,2614,1011
45160,9,8,2,5,3,0,3,1,1,0,2,7,62,2251,18
74806,1,670,9,249,0,28,9,2,5,4,5,4,55,2716,956
59111,90,524,0,134,28,28,155,1,11,1,8,7,66,2582,714
18988,43,6,0,6,2,1,1,2,1,0,3,7,36,2196,15
72190,79,597,166,597,172,166,249,1,5,6,4,3,55,2660,1698
7500,19,7,0,12,13,7,32,5,4,1,2,9,44,2856,39
44794,99,54,0,7,0,0,4,1,2,0,3,6,54,2180,61
80395,62,445,25,706,80,76,48,1,6,5,12,2,65,2377,1332
75012,41,294,142,218,164,58,151,1,3,8,11,1,44,2314,876
56962,60,292,3,77,10,3,26,7,6,3,5,7,55,2420,385
89891,17,412,22,132,59,28,183,1,11,6,8,4,29,2599,653
35946,24,8,0,3,0,0,0,1,0,0,3,5,71,2434,11
53593,60,349,4,78,6,0,43,8,7,2,6,8,67,2850,437
66373,57,328,9,124,12,24,109,7,4,2,10,3,42,2541,497
45072,74,144,2,99,7,2,30,5,6,1,4,8,72,2415,254
89694,22,1126,28,211,37,28,42,3,4,3,4,5,47,2422,1430
72025,46,967,0,617,43,50,0,1,4,8,13,2,71,2220,1677
67432,69,432,79,341,177,136,170,2,8,5,4,4,47,2616,1165
70545,29,138,39,63,55,18,21,1,4,1,7,2,68,2185,313
17487,37,0,0,1,7,4,6,1,1,0,2,7,31,2627,12
62882,26,509,133,497,78,24,97,2,7,5,6,4,51,2848,1241
64108,8,948,10,86,13,21,21,4,6,9,11,5,67,2622,1078
34941,26,39,2,25,4,3,24,2,3,0,3,8,64,2639,73
48767,79,28,1,21,3,0,10,3,2,1,3,5,70,2338,53
38702,71,13,11,24,13,8,40,2,3,0,4,6,42,2491,69
82224,83,307,26,360,138,31,40,1,6,9,5,3,56,2314,862
83844,57,901,31,345,75,31,191,1,4,4,11,1,68,2572,1383
17003,37,2,5,12,4,8,7,3,2,0,4,5,45,2361,31
71163,30,283,17,372,138,106,44,1,3,8,12,1,25,2271,916
33697,34,4,3,7,0,3,11,1,1,0,2,7,50,2446,17
63564,0,769,80,252,15,34,65,1,10,10,7,6,66,2310,1150
83443,89,518,42,742,55,56,84,1,6,10,5,2,48,2339,1413
51518,92,350,8,66,17,4,4,2,3,2,10,3,62,2428,445
58330,87,445,53,213,104,98,151,1,6,4,13,4,45,2345,913
80952,20,778,178,689,41,27,44,1,8,5,11,8,51,2645,1713
75507,56,709,93,374,104,80,80,1,8,6,6,3,41,2217,1360
63855,28,359,35,314,93,116,89,1,7,3,13,4,42,2664,917
62220,55,799,12,375,16,12,12,5,7,6,5,6,48,2846,1214
58512,25,895,10,101,13,0,152,5,3,4,8,8,56,2442,1019
40662,0,40,2,23,0,4,23,2,2,1,3,4,41,2630,69
38829,86,76,0,7,0,0,16,1,3,2,2,5,61,2243,83
35523,8,11,5,22,12,5,11,2,3,0,3,7,39,2428,55
79146,33,245,16,223,21,43,16,2,8,1,8,6,53,2225,548
78285,13,647,107,391,175,67,40,1,6,4,10,3,32,2403,1387
31626,12,39,1,9,2,1,34,1,2,1,2,7,42,2574,52
75127,92,203,35,305,46,17,227,1,2,11,5,1,68,2197,606
48726,90,138,3,38,4,0,59,3,3,2,4,6,65,2587,183
74985,8,587,51,898,247,0,86,1,3,6,7,2,43,2815,1783
67430,6,595,97,291,127,133,121,1,11,5,12,6,33,2821,1243
46891,91,43,12,23,29,15,61,1,2,1,4,4,55,2460,122
62058,52,301,7,74,10,0,58,4,6,1,7,6,64,2558,392
72063,3,180,32,348,76,32,90,2,5,2,12,2,41,2520,668
78939,57,794,115,243,150,0,205,1,8,5,6,3,69,2358,1302
42720,9,392,5,91,28,26,112,8,7,3,7,8,55,2590,542
33622,22,39,1,22,3,4,12,3,2,0,4,7,48,2601,69
6835,76,107,2,12,2,2,12,0,0,0,1,20,63,2727,125
41452,86,13,0,3,0,0,0,1,1,0,2,7,67,2639,16
40760,64,70,0,17,0,0,6,2,2,1,3,6,55,2462,87
74250,90,680,11,392,75,0,0,1,2,11,4,1,62,2313,1158
51124,79,26,1,11,0,1,4,2,1,0,3,3,65,2352,39
72258,28,522,0,522,227,120,134,2,6,9,5,2,49,2449,1391
71466,86,412,12,546,78,182,0,1,4,4,10,1,46,2244,1230
36283,42,6,5,5,8,0,5,2,1,0,3,4,44,2235,24
20587,39,2,3,6,4,1,9,1,1,1,2,7,50,2208,16
30467,8,1,3,8,2,5,5,1,1,0,2,7,48,2261,19
31590,40,6,2,15,6,6,3,1,1,0,3,8,48,2535,35
20425,5,4,12,5,3,16,17,2,2,0,3,7,34,2767,40
17144,96,18,2,19,0,2,6,5,3,0,4,7,60,2293,41
42564,28,324,48,186,39,18,198,6,6,8,4,7,52,2702,615
43783,22,327,9,125,25,4,139,6,7,1,8,7,42,2190,490
40780,30,229,27,71,13,3,34,4,7,1,5,9,44,2818,343
62847,45,521,168,706,80,76,61,1,3,6,4,2,75,2689,1551
82017,58,184,23,446,30,23,23,1,5,4,7,2,63,2758,706
16813,49,4,8,11,12,2,13,1,2,0,3,7,70,2504,37
51267,37,183,2,64,7,2,12,4,3,3,5,4,42,2402,258
46524,70,31,19,35,26,14,52,2,1,1,5,3,59,2609,125
45183,33,219,3,60,12,9,12,1,4,1,7,7,58,2684,303
70421,98,479,28,136,75,14,35,3,10,3,7,6,66,2160,732
60161,17,584,44,212,46,8,177,3,11,4,8,8,55,2773,894
73926,54,627,91,597,159,91,15,1,6,5,12,3,47,2643,1565
19329,39,24,1,16,12,2,5,3,4,0,3,8,52,2356,55
61872,81,330,5,159,36,27,16,4,4,4,9,4,50,2357,557
46984,71,19,1,10,2,1,8,1,1,0,3,5,64,2619,33
34838,62,28,23,29,29,14,47,3,2,1,4,6,69,2685,123
82716,8,606,148,228,15,148,22,1,6,8,13,2,76,2395,1145
48192,76,1039,43,204,153,58,29,3,2,8,12,8,62,2608,1497
49681,66,411,0,26,0,0,21,6,7,1,7,7,44,2396,437
56850,83,34,1,19,2,7,0,1,1,1,3,2,49,2257,63
55267,28,161,28,136,32,3,45,4,3,4,6,3,63,2410,360
59666,87,623,53,178,23,17,133,7,3,2,8,8,48,2623,894
72504,43,604,26,470,123,161,94,2,5,9,6,2,48,2608,1384
26872,0,3,10,8,3,16,32,1,1,1,2,6,39,2415,40
21359,1,12,2,17,6,1,10,2,2,0,3,8,48,2594,38
73170,1,184,174,256,50,30,32,1,5,4,6,2,45,2188,694
52750,72,393,0,239,90,69,69,6,5,7,9,4,65,2669,791
91820,72,410,73,747,76,161,30,0,5,5,12,1,34,2377,1467
65968,12,376,9,83,19,4,4,2,5,4,7,3,50,2207,491
30772,89,7,2,4,2,1,4,1,1,0,2,6,44,2268,16
22507,67,68,0,226,51,157,68,3,10,2,4,9,66,2741,502
65685,54,642,14,49,0,7,57,1,9,2,9,5,48,2251,712
25804,34,8,7,9,13,6,12,2,2,0,3,8,42,2460,43
76412,15,840,53,804,23,71,17,1,5,4,8,3,40,2579,1791
22063,43,7,10,13,3,11,11,2,2,0,3,7,48,2484,44
57091,0,464,5,64,7,0,37,1,7,3,7,5,59,2173,540
